reactionID	name	string	trehalose	pyruvate	glucose	gene	function	bh_t14_A	bh_t14_B	bh_t14_C	bh_t32_A	bh_t32_B	bh_t32_C	bh_t72_A	bh_t72_B	bh_t72_C	bh_t14_A	bh_t14_B	bh_t14_C	bh_t32_A	bh_t32_B	bh_t32_C	bh_t72_A	bh_t72_B	bh_t72_C	l2fc_32_12	adjP_32_12	l2fc_32_72	adjP_32_72
						fig|476272.21.peg.3894	"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)"	882.872382875151	1296.61838283523	941.869362340661	784.087554267148	1066.25025822599	1267.04530958533	833.065549442324	780.704721130936	496.529034207062	47.664383	52.723336	44.789236	65.736198	79.78482	106.177474	26.593718	40.482177	30.791887	-0.032610382	0.955754195	-0.659749658	0.245209606

3OAS4M3O6	4-methyl-3-oxo-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	2-methylbutanoyl-ACP,2-methylbutyryl-ACP + proton + Malonyl-[acyl-carrier protein] --> 4-methyl-3-oxo-hexanoyl-ACP + acyl carrier protein + carbon dioxide	0.0	0.0	0.0
						fig|476272.21.peg.2239	"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"	1059.27964877161	7667.48257634138	4584.91469729571	4170.69070639132	1786.43337076619	3722.58031432388	1743.19883693878	1641.07318931605	866.491844008402	42.639774	232.327277	162.212768	256.529145	98.086562	231.333104	40.685616	62.460968	39.304757	0.425511347	0.634424749	-1.274527738	0.027621126
						fig|476272.21.peg.3894	"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)"	882.872382875151	1296.61838283523	941.869362340661	784.087554267148	1066.25025822599	1267.04530958533	833.065549442324	780.704721130936	496.529034207062	47.664383	52.723336	44.789236	65.736198	79.78482	106.177474	26.593718	40.482177	30.791887	-0.032610382	0.955754195	-0.659749658	0.245209606

3OAS4M5	4-methyl-pentanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	4-methyl-pentanoyl-ACP + proton + Malonyl-[acyl-carrier protein] --> 6-methyl-3-oxo-heptanoyl-ACP + acyl carrier protein + carbon dioxide	0.0	0.0	0.0
						fig|476272.21.peg.2239	"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"	1059.27964877161	7667.48257634138	4584.91469729571	4170.69070639132	1786.43337076619	3722.58031432388	1743.19883693878	1641.07318931605	866.491844008402	42.639774	232.327277	162.212768	256.529145	98.086562	231.333104	40.685616	62.460968	39.304757	0.425511347	0.634424749	-1.274527738	0.027621126
						fig|476272.21.peg.3894	"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)"	882.872382875151	1296.61838283523	941.869362340661	784.087554267148	1066.25025822599	1267.04530958533	833.065549442324	780.704721130936	496.529034207062	47.664383	52.723336	44.789236	65.736198	79.78482	106.177474	26.593718	40.482177	30.791887	-0.032610382	0.955754195	-0.659749658	0.245209606

3OAS4M6	4-methyl-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	4-methyl-hexanoyl-ACP + proton + Malonyl-[acyl-carrier protein] --> 6-methyl-3-oxo-octanoyl-ACP + acyl carrier protein + carbon dioxide	0.0	0.0	0.0
						fig|476272.21.peg.2239	"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"	1059.27964877161	7667.48257634138	4584.91469729571	4170.69070639132	1786.43337076619	3722.58031432388	1743.19883693878	1641.07318931605	866.491844008402	42.639774	232.327277	162.212768	256.529145	98.086562	231.333104	40.685616	62.460968	39.304757	0.425511347	0.634424749	-1.274527738	0.027621126
						fig|476272.21.peg.3894	"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)"	882.872382875151	1296.61838283523	941.869362340661	784.087554267148	1066.25025822599	1267.04530958533	833.065549442324	780.704721130936	496.529034207062	47.664383	52.723336	44.789236	65.736198	79.78482	106.177474	26.593718	40.482177	30.791887	-0.032610382	0.955754195	-0.659749658	0.245209606

3OAS5M6	5-methyl-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	5-methyl-hexanoyl-ACP + proton + Malonyl-[acyl-carrier protein] --> 7-methyl-3-oxo-octanoyl-ACP + acyl carrier protein + carbon dioxide	0.0	0.0	0.0
						fig|476272.21.peg.2239	"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"	1059.27964877161	7667.48257634138	4584.91469729571	4170.69070639132	1786.43337076619	3722.58031432388	1743.19883693878	1641.07318931605	866.491844008402	42.639774	232.327277	162.212768	256.529145	98.086562	231.333104	40.685616	62.460968	39.304757	0.425511347	0.634424749	-1.274527738	0.027621126
						fig|476272.21.peg.3894	"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)"	882.872382875151	1296.61838283523	941.869362340661	784.087554267148	1066.25025822599	1267.04530958533	833.065549442324	780.704721130936	496.529034207062	47.664383	52.723336	44.789236	65.736198	79.78482	106.177474	26.593718	40.482177	30.791887	-0.032610382	0.955754195	-0.659749658	0.245209606

3OAS60	3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)	Butyryl-ACP (n-C4:0ACP) + proton + Malonyl-[acyl-carrier protein] --> 3-Oxohexanoyl-[acyl-carrier protein] + acyl carrier protein + carbon dioxide	0.0	0.0	0.0
						fig|476272.21.peg.2239	"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"	1059.27964877161	7667.48257634138	4584.91469729571	4170.69070639132	1786.43337076619	3722.58031432388	1743.19883693878	1641.07318931605	866.491844008402	42.639774	232.327277	162.212768	256.529145	98.086562	231.333104	40.685616	62.460968	39.304757	0.425511347	0.634424749	-1.274527738	0.027621126
						fig|476272.21.peg.3894	"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)"	882.872382875151	1296.61838283523	941.869362340661	784.087554267148	1066.25025822599	1267.04530958533	833.065549442324	780.704721130936	496.529034207062	47.664383	52.723336	44.789236	65.736198	79.78482	106.177474	26.593718	40.482177	30.791887	-0.032610382	0.955754195	-0.659749658	0.245209606

3OAS6M7	6-methyl-heptanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	6-methyl-heptanoyl-ACP + proton + Malonyl-[acyl-carrier protein] --> 8-methyl-3-oxo-nonanoyl-ACP + acyl carrier protein + carbon dioxide	0.0	0.0	0.0
						fig|476272.21.peg.2239	"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"	1059.27964877161	7667.48257634138	4584.91469729571	4170.69070639132	1786.43337076619	3722.58031432388	1743.19883693878	1641.07318931605	866.491844008402	42.639774	232.327277	162.212768	256.529145	98.086562	231.333104	40.685616	62.460968	39.304757	0.425511347	0.634424749	-1.274527738	0.027621126
						fig|476272.21.peg.3894	"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)"	882.872382875151	1296.61838283523	941.869362340661	784.087554267148	1066.25025822599	1267.04530958533	833.065549442324	780.704721130936	496.529034207062	47.664383	52.723336	44.789236	65.736198	79.78482	106.177474	26.593718	40.482177	30.791887	-0.032610382	0.955754195	-0.659749658	0.245209606

3OAS6M8	6-methyl-octanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	6-methyl-octanoyl-ACP + proton + Malonyl-[acyl-carrier protein] --> 8-methyl-3-oxo-decanoyl-ACP + acyl carrier protein + carbon dioxide	0.0	0.0	0.0
						fig|476272.21.peg.2239	"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"	1059.27964877161	7667.48257634138	4584.91469729571	4170.69070639132	1786.43337076619	3722.58031432388	1743.19883693878	1641.07318931605	866.491844008402	42.639774	232.327277	162.212768	256.529145	98.086562	231.333104	40.685616	62.460968	39.304757	0.425511347	0.634424749	-1.274527738	0.027621126
						fig|476272.21.peg.3894	"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)"	882.872382875151	1296.61838283523	941.869362340661	784.087554267148	1066.25025822599	1267.04530958533	833.065549442324	780.704721130936	496.529034207062	47.664383	52.723336	44.789236	65.736198	79.78482	106.177474	26.593718	40.482177	30.791887	-0.032610382	0.955754195	-0.659749658	0.245209606

3OAS7M8	7-methyl-octanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	7-methyl-octanoyl-ACP + proton + Malonyl-[acyl-carrier protein] --> 9-methyl-3-oxo-decanoyl-ACP + acyl carrier protein + carbon dioxide	0.0	0.0	0.0
						fig|476272.21.peg.2239	"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"	1059.27964877161	7667.48257634138	4584.91469729571	4170.69070639132	1786.43337076619	3722.58031432388	1743.19883693878	1641.07318931605	866.491844008402	42.639774	232.327277	162.212768	256.529145	98.086562	231.333104	40.685616	62.460968	39.304757	0.425511347	0.634424749	-1.274527738	0.027621126
						fig|476272.21.peg.3894	"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)"	882.872382875151	1296.61838283523	941.869362340661	784.087554267148	1066.25025822599	1267.04530958533	833.065549442324	780.704721130936	496.529034207062	47.664383	52.723336	44.789236	65.736198	79.78482	106.177474	26.593718	40.482177	30.791887	-0.032610382	0.955754195	-0.659749658	0.245209606

3OAS80	3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)	proton + Hexanoyl-ACP (n-C6:0ACP) + Malonyl-[acyl-carrier protein] --> 3-Oxooctanoyl-[acyl-carrier protein] + acyl carrier protein + carbon dioxide	0.0	0.0	0.0
						fig|476272.21.peg.2239	"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"	1059.27964877161	7667.48257634138	4584.91469729571	4170.69070639132	1786.43337076619	3722.58031432388	1743.19883693878	1641.07318931605	866.491844008402	42.639774	232.327277	162.212768	256.529145	98.086562	231.333104	40.685616	62.460968	39.304757	0.425511347	0.634424749	-1.274527738	0.027621126
						fig|476272.21.peg.3894	"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)"	882.872382875151	1296.61838283523	941.869362340661	784.087554267148	1066.25025822599	1267.04530958533	833.065549442324	780.704721130936	496.529034207062	47.664383	52.723336	44.789236	65.736198	79.78482	106.177474	26.593718	40.482177	30.791887	-0.032610382	0.955754195	-0.659749658	0.245209606

3OAS8M10	8-methyl-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	8-methyl-decanoyl-ACP + proton + Malonyl-[acyl-carrier protein] --> 10-methyl-3-oxo-dodecanoyl-ACP + acyl carrier protein + carbon dioxide	0.0	0.0	0.0
						fig|476272.21.peg.2239	"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"	1059.27964877161	7667.48257634138	4584.91469729571	4170.69070639132	1786.43337076619	3722.58031432388	1743.19883693878	1641.07318931605	866.491844008402	42.639774	232.327277	162.212768	256.529145	98.086562	231.333104	40.685616	62.460968	39.304757	0.425511347	0.634424749	-1.274527738	0.027621126
						fig|476272.21.peg.3894	"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)"	882.872382875151	1296.61838283523	941.869362340661	784.087554267148	1066.25025822599	1267.04530958533	833.065549442324	780.704721130936	496.529034207062	47.664383	52.723336	44.789236	65.736198	79.78482	106.177474	26.593718	40.482177	30.791887	-0.032610382	0.955754195	-0.659749658	0.245209606

3OAS8M9	8-methyl-nonanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	8-methyl-nonanoyl-ACP + proton + Malonyl-[acyl-carrier protein] --> 10-methyl-3-oxo-undecanoyl-ACP + acyl carrier protein + carbon dioxide	0.0	0.0	0.0
						fig|476272.21.peg.2239	"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"	1059.27964877161	7667.48257634138	4584.91469729571	4170.69070639132	1786.43337076619	3722.58031432388	1743.19883693878	1641.07318931605	866.491844008402	42.639774	232.327277	162.212768	256.529145	98.086562	231.333104	40.685616	62.460968	39.304757	0.425511347	0.634424749	-1.274527738	0.027621126
						fig|476272.21.peg.3894	"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)"	882.872382875151	1296.61838283523	941.869362340661	784.087554267148	1066.25025822599	1267.04530958533	833.065549442324	780.704721130936	496.529034207062	47.664383	52.723336	44.789236	65.736198	79.78482	106.177474	26.593718	40.482177	30.791887	-0.032610382	0.955754195	-0.659749658	0.245209606

3OAS9M10	9-methyl-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	9-methyl-decanoyl-ACP + proton + Malonyl-[acyl-carrier protein] --> 11-methyl-3-oxo-dodecanoyl-ACP + acyl carrier protein + carbon dioxide	0.0	0.0	0.0
						fig|476272.21.peg.2239	"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"	1059.27964877161	7667.48257634138	4584.91469729571	4170.69070639132	1786.43337076619	3722.58031432388	1743.19883693878	1641.07318931605	866.491844008402	42.639774	232.327277	162.212768	256.529145	98.086562	231.333104	40.685616	62.460968	39.304757	0.425511347	0.634424749	-1.274527738	0.027621126
						fig|476272.21.peg.3894	"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)"	882.872382875151	1296.61838283523	941.869362340661	784.087554267148	1066.25025822599	1267.04530958533	833.065549442324	780.704721130936	496.529034207062	47.664383	52.723336	44.789236	65.736198	79.78482	106.177474	26.593718	40.482177	30.791887	-0.032610382	0.955754195	-0.659749658	0.245209606

4HPROI	trans-4-Hydroxy-L-proline 2-epimerase	trans-4-hydroxy-L-proline <=> cis-4-Hydroxy-D-proline	0.0	0.0	0.0
						fig|476272.21.peg.1443	4-hydroxyproline epimerase (EC 5.1.1.8)	0	8.4700166543401	0	0	0	0.597381098342916	3.66989228829218	42.4873317622278	597.132956170584	0	0.326031	0	0	0	0.047341	0.110434	2.078933	34.910984	3.745244181	0.345138595	9.827050689	0.000225323

4HPROOX	cis-4-Hydroxy-D-proline:oxygen oxidoreductase (deaminating)	cis-4-Hydroxy-D-proline + O2 --> 1-Pyrroline-4-hydroxy-2-carboxylate + Hydrogen peroxide + proton	0.0	0.0	0.0
						fig|476272.21.peg.3886	hypothetical protein	636.236631977263	641.603761566263	708.445614875328	2123.55848794009	766.799463214766	1595.30622312476	1277.12251632568	1354.28369992101	1096.90727818292	26.888658	20.412551	26.323256	137.446769	44.294501	104.168684	31.326221	54.240672	52.30113	-1.205765235	0.018673637	-0.367922032	0.565598251
						fig|476272.21.peg.1447	hypothetical protein	0	0	0	3.16048482848612	0	0.597381098342916	95.4171994955966	79.6637470541772	636.076409833883	0	0	0	0.207775	0	0.039597	2.380022	3.191294	30.909546	-3.08605651	0.571142548	7.543154526	4.70E-11

4HTHRS	4-Hydroxy-L-threonine synthase	Water + O-Phospho-4-hydroxy-L-threonine --> 4-Hydroxy-L-threonine + hydrogenphosphate	0.0	0.0	0.0
						fig|476272.21.peg.2167	Threonine synthase (EC 4.2.3.1)	8928.21418250354	9751.81250803023	9895.53201803423	3408.1519123184	4509.53934703583	4289.19628610214	3027.66113784104	3722.95244566521	2038.04074171265	264.865697	217.666272	257.586934	152.602029	180.264061	195.61699	51.227215	103.192153	67.04164	1.195899739	0.001010849	-0.571708134	0.280138616

5AIZCDC	5aizc decarboxylase	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + proton --> 5-amino-1-(5-phospho-D-ribosyl)imidazole + carbon dioxide	0.0	0.0	0.0
						fig|476272.21.peg.1891	N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18)	558.483666439963	920.408476438291	663.032434434602	650.485241062962	1086.39800300907	1080.66240690234	642.231150451131	865.679384655392	477.057307375413	64.923661	80.877256	68.63853	126.706589	188.709407	199.983285	48.605766	104.000488	69.841897	-0.42869208	0.426924456	-0.60875051	0.29879398

6PHBG	6-phospho-beta-glucosidase	Water + Salicin 6-phosphate --> 2-(Hydroxymethyl)phenol + D-Glucose 6-phosphate	0.0	0.0	0.0
						fig|476272.21.peg.127	6-phospho-beta-glucosidase (EC 3.2.1.86)	482.402807688411	590.783661640222	674.839861349191	328.403105359967	172.243465204347	329.455675736118	238.542998738991	238.991241162531	918.416448892801	16.39368	15.108574	20.136759	16.928564	7.92671	17.241784	4.652749	7.625243	34.809787	1.039301531	0.031358823	0.597158855	0.453294457

6PHBG2	Salicin 6 phosphate glucohydrolase	Water + Salicin 6-phosphate --> 2-(Hydroxymethyl)phenol + beta-D-glucose 6-phosphate	0.0	0.0	0.0
						fig|476272.21.peg.127	6-phospho-beta-glucosidase (EC 3.2.1.86)	482.402807688411	590.783661640222	674.839861349191	328.403105359967	172.243465204347	329.455675736118	238.542998738991	238.991241162531	918.416448892801	16.39368	15.108574	20.136759	16.928564	7.92671	17.241784	4.652749	7.625243	34.809787	1.039301531	0.031358823	0.597158855	0.453294457

A5PISO	arabinose-5-phosphate isomerase	D-ribulose 5-phosphate(2-) <=> D-Arabinose 5-phosphate	0.0	0.0	0.0
						fig|476272.21.peg.173	D-arabinose-5-phosphate isomerase (EC 5.3.1.13)	0	0	3.63305443525809	0	4.74064583131231	0.896071647514374	14.6795691531687	84.9746635244556	48.6793170791237	0	0	0.299674	0	0.640602	0.131454	0.857698	7.948923	5.482977	-0.677885179	0.865000502	4.607480245	0.00457937

AACGLYDH	aldehyde dehydrogenase (aminoacetaldehyde, nad[c])	Aminoacetaldehyde + Water + Nicotinamide adenine dinucleotide <=> Glycine + 2.0 proton + Nicotinamide adenine dinucleotide - reduced	0.0	0.0	0.0
						fig|476272.21.peg.177	hypothetical protein	0	1.41166944239002	2.72479082644357	0.574633605179295	10.2713993011767	1.49345274585729	33.0290305946296	95.5964964650126	700.982165939382	0	0.035764	0.080541	0.029333	0.468102	0.077418	0.637905	3.020494	26.322246	-1.599470802	0.510780687	5.898279573	9.12E-07
						fig|476272.21.peg.1868	Aldehyde dehydrogenase (EC 1.2.1.3)	361.175065721653	259.747177399763	339.690589696632	216.924185955184	319.598539794305	204.005645084106	267.902137045329	334.587737627544	739.925619602681	12.913997	6.989636	10.667665	11.789416	15.506544	11.241029	5.512198	11.254441	29.549542	0.349953671	0.503165446	0.717447629	0.28111776

AACPS7	acyl-[acyl-carrier-protein] synthetase  (n-C12:0)	acyl carrier protein + ATP + laurate --> AMP + Dodecanoyl-ACP (n-C12:0ACP) + Diphosphate	0.0	0.0	0.0

AADSACYCL	2-Aminoadipate 6-semialdehyde	L-allysine --> Water + proton + 1-piperideine-6-carboxylate	0.0	0.0	0.0

AB6PGH	Arbutin 6-phosphate glucohydrolase	Arbutin 6-phosphate + Water --> D-Glucose 6-phosphate + Hydroquinone	0.0	0.0	0.0
						fig|476272.21.peg.127	6-phospho-beta-glucosidase (EC 3.2.1.86)	482.402807688411	590.783661640222	674.839861349191	328.403105359967	172.243465204347	329.455675736118	238.542998738991	238.991241162531	918.416448892801	16.39368	15.108574	20.136759	16.928564	7.92671	17.241784	4.652749	7.625243	34.809787	1.039301531	0.031358823	0.597158855	0.453294457

AB6PGH2	Arbutin 6-phosphate glucohydrolase	Arbutin 6-phosphate + Water --> beta-D-glucose 6-phosphate + Hydroquinone	0.0	0.0	0.0
						fig|476272.21.peg.127	6-phospho-beta-glucosidase (EC 3.2.1.86)	482.402807688411	590.783661640222	674.839861349191	328.403105359967	172.243465204347	329.455675736118	238.542998738991	238.991241162531	918.416448892801	16.39368	15.108574	20.136759	16.928564	7.92671	17.241784	4.652749	7.625243	34.809787	1.039301531	0.031358823	0.597158855	0.453294457

ABTOXy	L-arabinitol:NADP oxidoreductase	L-arabinitol + Nicotinamide adenine dinucleotide phosphate <=> L-arabinose + proton + Nicotinamide adenine dinucleotide phosphate - reduced	0.0	0.0	0.0
						fig|476272.21.peg.3315	"oxidoreductase of aldo/keto reductase family, subgroup 1"	1764.90871235743	1779.40933213262	1511.35064506737	3178.58578704927	10053.3295929363	7624.07626760147	2528.55578663331	1965.03909400304	957.3599025561	114.621804	87.080586	86.606723	324.829485	916.74244	771.907147	98.729958	124.138265	72.587574	-2.076397777	5.40E-05	-2.022362061	0.001136965

ABUTD	Aminobutyraldehyde Dehydrogenase	4-Aminobutanal + Water + Nicotinamide adenine dinucleotide --> 4-Aminobutanoate + 2.0 proton + Nicotinamide adenine dinucleotide - reduced	0.0	1.0	0.0
						fig|476272.21.peg.177	hypothetical protein	0	1.41166944239002	2.72479082644357	0.574633605179295	10.2713993011767	1.49345274585729	33.0290305946296	95.5964964650126	700.982165939382	0	0.035764	0.080541	0.029333	0.468102	0.077418	0.637905	3.020494	26.322246	-1.599470802	0.510780687	5.898279573	9.12E-07
						fig|476272.21.peg.1868	Aldehyde dehydrogenase (EC 1.2.1.3)	361.175065721653	259.747177399763	339.690589696632	216.924185955184	319.598539794305	204.005645084106	267.902137045329	334.587737627544	739.925619602681	12.913997	6.989636	10.667665	11.789416	15.506544	11.241029	5.512198	11.254441	29.549542	0.349953671	0.503165446	0.717447629	0.28111776

ABUTR	4-Aminobutyraldehyde:nad[c]+ oxidoreductase	4-Aminobutanal + Water + Nicotinamide adenine dinucleotide phosphate <=> 4-Aminobutanoate + 2.0 proton + Nicotinamide adenine dinucleotide phosphate - reduced	0.0	1.0	0.0
						fig|476272.21.peg.177	hypothetical protein	0	1.41166944239002	2.72479082644357	0.574633605179295	10.2713993011767	1.49345274585729	33.0290305946296	95.5964964650126	700.982165939382	0	0.035764	0.080541	0.029333	0.468102	0.077418	0.637905	3.020494	26.322246	-1.599470802	0.510780687	5.898279573	9.12E-07
						fig|476272.21.peg.1868	Aldehyde dehydrogenase (EC 1.2.1.3)	361.175065721653	259.747177399763	339.690589696632	216.924185955184	319.598539794305	204.005645084106	267.902137045329	334.587737627544	739.925619602681	12.913997	6.989636	10.667665	11.789416	15.506544	11.241029	5.512198	11.254441	29.549542	0.349953671	0.503165446	0.717447629	0.28111776

ACALD	acetaldehyde dehydrogenase (acetylating)	acetaldehyde + Coenzyme A + Nicotinamide adenine dinucleotide <=> Acetyl-CoA + proton + Nicotinamide adenine dinucleotide - reduced	1.0	0.0	0.0
						fig|476272.21.peg.2459	Acetaldehyde dehydrogenase (EC 1.2.1.10) / Alcohol dehydrogenase (EC 1.1.1.1)	164043.708322632	200003.209093654	189196.759297718	166750.052718954	406629.686288452	300715.073713742	60630.290494875	76392.2225084856	24953.0179347588	2899.291467	2658.270771	2928.591016	4387.135259	9553.564928	8132.668787	600.67567	1244.794708	480.806842	-0.691186351	0.184438316	-2.519602929	2.23E-05

ACALDt	Acetaldehyde Reversible Transport	acetaldehyde <=> acetaldehyde	0.0	0.262	0.247

ACBIPGT	Adenosyl cobinamide phosphate guanyltransferase	Adenosyl cobinamide phosphate + GTP + proton --> Adenosine-GDP-cobinamide + Diphosphate	0.0	0.0	0.0
						fig|476272.21.peg.3789	Adenosylcobinamide kinase (EC 2.7.1.156) / Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)	76.0808587515519	46.5850915988705	146.230441019138	40.2243523625507	20.9378524216294	55.2577515967197	91.7473072073044	37.1764152919493	230.415434174519	8.569433	3.96486	14.65605	7.557624	3.508109	9.892649	6.689532	4.308858	32.508223	1.161065708	0.113271488	1.487225804	0.13343598

ACCOACL	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)	Acetyl-CoA + Carboxybiotin-carboxyl-carrier protein --> Holocarboxylase (biotin covalent bound to Lys residue of apoC) + Malonyl-CoA	0.0	0.0	0.0
						fig|476272.21.peg.3549	"Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3); Methylmalonyl-CoA decarboxylase, alpha chain (EC 4.1.1.41)"	5268.80848189318	15044.1612475504	10178.0020003756	5882.23689941786	10447.9883583931	13447.048523699	4323.13311560818	3664.53236449215	1638.87034166383	176.55186	379.361926	299.441723	298.817558	473.845816	693.787747	83.112772	115.2264	61.230121	-0.0052352	0.99438243	-1.714378003	0.003458284
						fig|476272.21.peg.2243	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)	6163.38561226857	30293.0145642474	17605.7817932607	8629.84748258265	3344.92068781011	7827.7832221364	3071.69984530055	3287.45729510238	1843.32347339615	172.421762	637.576915	432.051712	363.655228	125.85739	336.433781	48.890062	85.765993	57.043267	1.414618762	0.039796789	-1.36278997	0.016090403

ACCOAL	Acetate Coenzyme A Ligase (ADP-Forming)	ATP + Coenzyme A + propionate --> ADP + hydrogenphosphate + Propanoyl-CoA	0.0	0.0	0.0
						fig|476272.21.peg.1913	"Acetyl-CoA synthetase (ADP-forming) alpha and beta chains, putative"	44.3108298223324	57.1726124167957	39.0553351790245	368.914774525107	118.516145782808	276.886139081942	143.125799243395	154.016577638076	389.43453663299	4.438095	4.332697	3.480134	60.864877	17.408058	43.939712	9.045075	15.67845	48.086624	-2.4711871	1.27E-05	-0.290260282	0.743718888

ACCOAL2	Acetate:CoA ligase (ADP-forming)	acetate + ATP + Coenzyme A <=> Acetyl-CoA + ADP + hydrogenphosphate	0.0	1.0	0.0
						fig|476272.21.peg.1913	"Acetyl-CoA synthetase (ADP-forming) alpha and beta chains, putative"	44.3108298223324	57.1726124167957	39.0553351790245	368.914774525107	118.516145782808	276.886139081942	143.125799243395	154.016577638076	389.43453663299	4.438095	4.332697	3.480134	60.864877	17.408058	43.939712	9.045075	15.67845	48.086624	-2.4711871	1.27E-05	-0.290260282	0.743718888

ACGAM2E	N-Acetylglucosamine 2-Epimerase	N-acetyl-D-glucosamine <=> N-acetyl-D-mannosamine	0.018	0.03	0.025
						fig|476272.21.peg.3433	N-acylglucosamine 2-epimerase (EC 5.1.3.8)	50.1632035724518	203.280399704162	194.368412286308	365.754289696621	373.325859215844	331.84520012949	194.504291279485	329.276821157266	619.849970807509	1.975076	6.0245	6.725331	21.980822	20.029191	20.163826	4.430451	12.246261	27.441694	-1.288177668	0.038713785	-0.045972461	0.957459635

ACGK	acetylglutamate kinase	N-acetyl-L-glutamate(2-) + ATP --> N-acetyl-L-gamma-glutamyl phosphate(3-) + ADP	1.0	1.0	1.0
						fig|476272.21.peg.1307	N-acetylglutamate kinase (EC 2.7.2.8)	270.88129929124	480.673445133801	477.746658236439	1662.98965338888	2006.08329428366	4034.71193820806	818.385980289155	1168.40162346126	892.454146450602	16.004406	21.394401	24.882549	153.51965	165.265015	370.760477	28.811546	66.69378	61.026044	-2.692449132	1.78E-07	-1.532231729	0.00482355

ACGS	N-acetylglutamate synthase	Acetyl-CoA + L-glutamate(1-) --> N-acetyl-L-glutamate(2-) + Coenzyme A + proton	0.0	0.0	0.0
						fig|476272.21.peg.103	Predicted amino-acid acetyltransferase (EC 2.3.1.1) complementing ArgA function in Arginine Biosynthesis pathway	15.0489610717355	14.8225291450952	6.35784526170166	23.8472946149408	18.1724756866972	25.0900061304025	80.7376303424279	15.9327494108354	373.208097606615	2.299941	1.719984	0.873059	6.39187	4.344246	6.199153	8.514897	2.629851	75.856984	-0.9129176	0.304885694	2.642920733	0.013026549
