genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2433	RUMHYD_01088	137531	138229	+	699	mtnN	5'-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)	PLF_572511_00004853	PGF_00777996
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2434	RUMHYD_01089	138375	138968	+	594		hypothetical protein	PLF_572511_00003006	PGF_03082229
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2435	RUMHYD_01090	139128	140474	+	1347	pgi	Glucose-6-phosphate isomerase (EC 5.3.1.9)	PLF_572511_00000450	PGF_10505717
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2436	RUMHYD_01091	140624	141046	-	423		Flavodoxin	PLF_572511_00000510	PGF_08946513
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2437	RUMHYD_01092	141121	141672	-	552		hypothetical protein	PLF_572511_00050874	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2438	RUMHYD_01093	142121	142402	-	282		hypothetical protein	PLF_572511_00059684	PGF_12939996
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2439	RUMHYD_01094	142783	144636	+	1854		Aconitase family protein YbhJ	PLF_572511_00000902	PGF_00317712
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	gap	fig|476272.21.gap.128		144637	144647	+	11		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2440	RUMHYD_01095	144648	145041	+	394		Aconitase family protein YbhJ	PLF_572511_00000902	PGF_00317712
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2441	RUMHYD_01096	146275	146415	-	141		hypothetical protein	PLF_572511_00029416	PGF_03261387
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2442	RUMHYD_01097	146478	147143	+	666		RNA pseudouridylate synthase, group 1	PLF_572511_00014099	PGF_10289069
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2443	RUMHYD_01098	147258	148289	+	1032		hypothetical protein	PLF_572511_00029026	PGF_04577455
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2444	RUMHYD_01099	148617	149729	+	1113		hypothetical protein	PLF_572511_00033873	PGF_05267966
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2445	RUMHYD_01100	150003	150311	+	309		hypothetical protein	PLF_572511_00022715	PGF_08216183
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2446	RUMHYD_01101	150354	152372	+	2019		V-type ATP synthase subunit I (EC 3.6.3.14)	PLF_572511_00000650	PGF_09085890
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2447	RUMHYD_01102	152369	152848	+	480		V-type ATP synthase subunit K (EC 3.6.3.14)	PLF_572511_00000651	PGF_03798826
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2448	RUMHYD_01103	152895	153488	+	594		hypothetical protein	PLF_572511_00003901	PGF_12807874
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2449	RUMHYD_01104	153522	154493	+	972		V-type ATP synthase subunit C (EC 3.6.3.14)	PLF_572511_00000880	PGF_10517719
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2450	RUMHYD_01105	154486	154806	+	321		V-type ATP synthase subunit F (EC 3.6.3.14)	PLF_572511_00000649	PGF_00066410
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2451	RUMHYD_01106	154871	156640	+	1770		V-type ATP synthase subunit A (EC 3.6.3.14)	PLF_572511_00000646	PGF_00066372
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2452	RUMHYD_01107	156642	158012	+	1371		V-type ATP synthase subunit B (EC 3.6.3.14)	PLF_572511_00000647	PGF_00066375
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2453	RUMHYD_01108	158092	158763	+	672		V-type ATP synthase subunit D (EC 3.6.3.14)	PLF_572511_00000648	PGF_00066389
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2454	RUMHYD_01109	159237	160142	+	906		Phosphate butyryltransferase (EC 2.3.1.19)	PLF_572511_00050996	PGF_02916109
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2455	RUMHYD_01110	160173	161951	+	1779	iorA	Indolepyruvate oxidoreductase subunit IorA (EC 1.2.7.8)	PLF_572511_00022839	PGF_00014064
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2456	RUMHYD_01111	161957	162526	+	570		Indolepyruvate oxidoreductase subunit IorB (EC 1.2.7.8)	PLF_572511_00023989	PGF_00014067
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2457	RUMHYD_01112	162688	163872	+	1185		Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57) @ Aspartate aminotransferase (EC 2.6.1.1)	PLF_572511_00023436	PGF_00403927
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2458	RUMHYD_01113	163897	165012	+	1116	buk	Branched-chain acyl kinase	PLF_572511_00050760	PGF_04858171
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	gap	fig|476272.21.gap.129		165089	165289	+	201		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2459	RUMHYD_01114	165383	167989	-	2607		Acetaldehyde dehydrogenase (EC 1.2.1.10) / Alcohol dehydrogenase (EC 1.1.1.1)	PLF_572511_00000390	PGF_09084129
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2460	RUMHYD_01115	168314	170146	-	1833	typA	GTP-binding protein TypA/BipA	PLF_572511_00000196	PGF_00007041
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2461	RUMHYD_01116	170436	171062	+	627		Single-stranded DNA-binding protein	PLF_572511_00000325	PGF_12882669
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2462	RUMHYD_01117	171073	171195	+	123		hypothetical protein	PLF_572511_00031236	PGF_05796285
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2463	RUMHYD_01118	171215	171439	+	225		hypothetical protein	PLF_572511_00024861	PGF_06486286
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2464	RUMHYD_01119	171671	172171	+	501		Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	PLF_572511_00001648	PGF_00418243
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	misc_feature	fig|476272.21.misc_feature.12		172493	172665	+	173		lysine riboswitch		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2465		172534	172662	+	129		hypothetical protein	PLF_572511_00025480	PGF_04424868
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2466	RUMHYD_01120	172857	173747	+	891	dapA	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	PLF_572511_00000491	PGF_00549380
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2467	RUMHYD_01121	173763	174521	+	759	dapB	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	PLF_572511_00000118	PGF_01176589
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2468	RUMHYD_01122	174781	175167	+	387		hypothetical protein	PLF_572511_00050858	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2469		175273	175812	+	540		Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)	PLF_572511_00000626	PGF_00033947
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	gap	fig|476272.21.gap.130		175758	175777	+	20		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2470	RUMHYD_01124	175836	176069	+	234		Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)	PLF_572511_00000626	PGF_00033947
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2471	RUMHYD_01125	176246	176773	+	528	raiA	Ribosome hibernation promoting factor Hpf	PLF_572511_00000293	PGF_01382519
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2472	RUMHYD_01126	176757	176879	+	123		hypothetical protein	PLF_572511_00034505	PGF_04178394
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2473	RUMHYD_01127	177005	178022	+	1018	secA	Protein translocase subunit SecA	PLF_572511_00000059	PGF_10049811
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	gap	fig|476272.21.gap.131		178023	179721	+	1699		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2474	RUMHYD_01128	179850	180917	-	1068		Chaperone protein DnaJ	PLF_572511_00028755	PGF_10301134
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2475	RUMHYD_01129	180993	181121	+	129		hypothetical protein	PLF_572511_00032692	PGF_05900067
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2476	RUMHYD_01130	181171	182067	-	897		hypothetical protein	PLF_572511_00026556	PGF_06031862
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2477	RUMHYD_01131	182262	182783	+	522		hypothetical protein	PLF_572511_00030161	PGF_05858061
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2478	RUMHYD_01132	183013	184059	+	1047	prfB	Peptide chain release factor 2	PLF_572511_00000465	PGF_06759833
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2479	RUMHYD_01133	184126	184578	+	453		ACT-domain-containing protein, predicted allosteric regulator of homoserine dehydrogenase	PLF_572511_00000681	PGF_12829149
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2480	RUMHYD_01134	184785	185990	+	1206		Homoserine dehydrogenase (EC 1.1.1.3)	PLF_572511_00000400	PGF_00492707
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2481	RUMHYD_01135	186005	187204	+	1200		Predicted functional analog of homoserine kinase (EC 2.7.1.-)	PLF_572511_00002650	PGF_00035860
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	gap	fig|476272.21.gap.132		187334	187558	+	225		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2483	RUMHYD_01136	187630	188430	-	801		hypothetical protein	PLF_572511_00028341	PGF_06212692
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2484	RUMHYD_01137	188614	190767	+	2154		Transcription accessory protein (S1 RNA-binding domain)	PLF_572511_00000335	PGF_02906681
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2485	RUMHYD_01138	190871	192064	+	1194		Proton/glutamate symporter @ Sodium/glutamate symporter	PLF_572511_00006414	PGF_04805734
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2486	RUMHYD_01139	192212	193657	-	1446	hydG	[FeFe]-hydrogenase maturation protein HydG	PLF_572511_00002889	PGF_03752280
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2487	RUMHYD_01140	193731	194513	+	783		Bacteriocin-like protein		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	gap	fig|476272.21.gap.133		193767	194043	+	277		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2488	RUMHYD_01141	194510	196600	+	2091		DNA topoisomerase III (EC 5.99.1.2)	PLF_572511_00014313	PGF_10013075
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2489	RUMHYD_01142	196795	197253	+	459		Uncharacterized protein YbbK	PLF_572511_00030506	PGF_09153377
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2490	RUMHYD_01143	197368	202032	+	4665		FIG00530426: hypothetical protein	PLF_572511_00022806	PGF_00426561
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2491	RUMHYD_01144	202036	202236	+	201		hypothetical protein	PLF_572511_00006473	PGF_00263301
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2492	RUMHYD_01145	202285	202552	-	268		Putative serine/threonine protein kinase	PLF_572511_00010376	PGF_02621279
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	gap	fig|476272.21.gap.134		202553	202572	+	20		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2493	RUMHYD_01146	202752	204029	-	1278	eno	Enolase (EC 4.2.1.11)	PLF_572511_00032746	PGF_02516909
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2494	RUMHYD_01147	204050	205456	-	1407		D-glycerate 2-kinase (EC 2.7.1.165)	PLF_572511_00032224	PGF_06908566
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2495	RUMHYD_01148	205836	206957	+	1122		Ornithine cyclodeaminase (EC 4.3.1.12)	PLF_572511_00015533	PGF_02601796
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2496	RUMHYD_01149	207080	208366	+	1287		TRAP-type C4-dicarboxylate transport system, large permease component	PLF_572511_00033054	PGF_02801842
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2497	RUMHYD_01150	208386	209468	+	1083		TRAP-type C4-dicarboxylate transport system, periplasmic component	PLF_572511_00026075	PGF_00947807
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2498	RUMHYD_01151	209468	209590	+	123		hypothetical protein	PLF_572511_00029933	PGF_06337155
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2499	RUMHYD_01152	209606	210157	+	552		hypothetical protein	PLF_572511_00027945	PGF_00145537
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2500	RUMHYD_01153	210167	211456	+	1290		Transcriptional regulator	PLF_572511_00030605	PGF_00057866
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2501	RUMHYD_01154	211564	212412	-	849		hypothetical protein	PLF_572511_00030510	PGF_04593297
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2502	RUMHYD_01155	212545	213252	+	708		hypothetical protein	PLF_572511_00026381	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2503	RUMHYD_01156	213255	214433	+	1179		hypothetical protein	PLF_572511_00033777	PGF_05918276
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2504	RUMHYD_01157	214430	214624	+	195		hypothetical protein	PLF_572511_00025967	PGF_04970472
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2505	RUMHYD_01158	214702	215829	+	1128		hypothetical protein	PLF_572511_00028351	PGF_06602914
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2506	RUMHYD_01159	215884	217212	+	1329		hypothetical protein	PLF_572511_00017860	PGF_06984546
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2507	RUMHYD_01160	217243	218130	+	888		ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)	PLF_572511_00030539	PGF_02876233
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2508	RUMHYD_01161	218130	218951	+	822		ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)	PLF_572511_00005125	PGF_10552060
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2509	RUMHYD_01162	218970	219875	+	906		hypothetical protein	PLF_572511_00024336	PGF_06238721
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2510	RUMHYD_01163	219898	221073	+	1176		Aspartate aminotransferase (EC 2.6.1.1)	PLF_572511_00025512	PGF_04544396
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2511	RUMHYD_01164	221182	221577	-	396		hypothetical protein	PLF_572511_00025786	PGF_05481552
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2512	RUMHYD_01165	221574	222158	-	585		Flavin prenyltransferase UbiX	PLF_572511_00060362	PGF_08473931
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2513	RUMHYD_01166	222148	223635	-	1488		UbiD family decarboxylase, Lactobacillus brevis type	PLF_572511_00008686	PGF_00064424
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2514	RUMHYD_01167	223841	225022	+	1182		Aspartate aminotransferase (AspB-4) (EC 2.6.1.1)	PLF_572511_00005098	PGF_08861326
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2515	RUMHYD_01168	225039	225590	+	552		hypothetical protein	PLF_572511_00035984	PGF_05365738
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2516	RUMHYD_01169	225724	225852	+	129		hypothetical protein	PLF_572511_00050835	PGF_10560425
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2517	RUMHYD_01170	225849	227060	+	1212		Pyruvate:ferredoxin oxidoreductase, alpha subunit (EC 1.2.7.1)	PLF_572511_00029072	PGF_00046027
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2518	RUMHYD_01171	227047	227522	+	476		Pyruvate:ferredoxin oxidoreductase, beta subunit (EC 1.2.7.1)	PLF_572511_00024792	PGF_00046029
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	gap	fig|476272.21.gap.135		227523	227663	+	141		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2519	RUMHYD_01172	227685	228140	+	456		Ketoisovalerate oxidoreductase subunit VorB (EC 1.2.7.7)	PLF_572511_00028378	PGF_00015853
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2520	RUMHYD_01173	228171	229256	+	1086	buk	Branched-chain acyl kinase	PLF_572511_00034694	PGF_04858171
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2521	RUMHYD_01174	229250	230146	+	897		Branched-chain phosphotransacylase (EC 2.3.1.- )	PLF_572511_00027079	PGF_00609543
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2522	RUMHYD_01175	230190	230840	+	651		hypothetical protein	PLF_572511_00027734	PGF_06794735
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2523	RUMHYD_01176	230889	231995	+	1107		hypothetical protein	PLF_572511_00026315	PGF_06571265
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2524	RUMHYD_01177	232089	232847	-	759		hypothetical protein	PLF_572511_00029259	PGF_06798607
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2525	RUMHYD_01178	233424	234059	+	636		Substrate-specific component RibU of riboflavin ECF transporter	PLF_572511_00001482	PGF_03751878
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2526	RUMHYD_01179	234067	234678	+	612		hypothetical protein	PLF_572511_00033583	PGF_04644434
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2527	RUMHYD_01180	234882	235370	+	489		Aminoacyl-tRNA editing enzyme ProX	PLF_572511_00035904	PGF_00052950
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2528	RUMHYD_01181	235558	236211	+	654		putative acetyltransferase	PLF_572511_00014357	PGF_00942168
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2529	RUMHYD_01182	236234	236773	+	540		hypothetical protein	PLF_572511_00028468	PGF_05874878
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2530	RUMHYD_01183	236844	237374	+	531		hypothetical protein	PLF_572511_00031948	PGF_05253645
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2531	RUMHYD_01184	237542	237691	+	150		Hydrolase (HAD superfamily) in cluster with DUF1447	PLF_572511_00033335	PGF_00010468
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2532	RUMHYD_01185	237691	239421	+	1731		hypothetical protein	PLF_572511_00001072	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2533	RUMHYD_01186	239511	239633	+	123		hypothetical protein	PLF_572511_00030450	PGF_06151948
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2534	RUMHYD_01187	239650	241611	+	1962	rnfC	5,10-methylenetetrahydrofolate reductase, electron transport protein (EC 1.5.1.20)	PLF_572511_00002332	PGF_02910189
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2535	RUMHYD_01188	241613	242236	+	624		5,10-methylenetetrahydrofolate reductase, small subunit (EC 1.5.1.20)	PLF_572511_00002193	PGF_00426069
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2536	RUMHYD_01189	242277	243155	+	879		5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	PLF_572511_00002432	PGF_00426041
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2537	RUMHYD_01190	243167	243472	+	306		hypothetical protein	PLF_572511_00029327	PGF_06554485
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2538	RUMHYD_01191	243577	244635	+	1059	hisC	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	PLF_572511_00001780	PGF_03811905
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2539	RUMHYD_01192	244648	245148	+	501		hypothetical protein	PLF_572511_00000904	PGF_06819832
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2540	RUMHYD_01193	245239	245976	+	738		hypothetical protein	PLF_572511_00006827	PGF_00770760
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2541	RUMHYD_01194	246064	246492	+	429		hypothetical protein	PLF_572511_00000368	PGF_12906757
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2542	RUMHYD_01195	246801	247445	+	645	comEA	Late competence protein ComEA, DNA receptor	PLF_572511_00012441	PGF_07824136
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2543	RUMHYD_01196	247456	248145	+	690		Two-component transcriptional response regulator, OmpR family	PLF_572511_00000061	PGF_07420062
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2544	RUMHYD_01197	248225	249655	+	1431		Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	PLF_572511_00001861	PGF_10125211
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2545	RUMHYD_01199	249667	250623	+	957		hypothetical protein	PLF_572511_00059813	PGF_12685954
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	gap	fig|476272.21.gap.136		250093	250102	+	10		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2546	RUMHYD_01200	250637	252847	+	2211		DNA internalization-related competence protein ComEC/Rec2	PLF_572511_00014620	PGF_06887246
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2547	RUMHYD_01201	252962	253945	+	984	holA	DNA polymerase III delta subunit (EC 2.7.7.7)	PLF_572511_00000712	PGF_09201380
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2548	RUMHYD_01202	254049	254312	-	264	rpsT	SSU ribosomal protein S20p	PLF_572511_00000312	PGF_02454577
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2549	RUMHYD_01203	254601	255509	+	909	gpr	Spore germination endopeptidase Gpr (EC 3.4.24.78)	PLF_572511_00000327	PGF_00053878
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2550	RUMHYD_01204	255558	256718	+	1161	spoIIP	Stage II sporulation protein P	PLF_572511_00001479	PGF_06533121
